Date,Ticker,Company Name,Sector,Weight,Price,Price Sell
8/6/2025,DUK,Duke Energy Corporation,Utilities,5.52%,$108.25 ,$130.25 
8/6/2025,XEL,Xcel Energy Inc.,Utilities,4.42%,$75.80 ,$90.80 
8/6/2025,NEE,NextEra Energy,Utilities,6.63%,$85.50 ,$100.50 
8/6/2025,WEC,WEC Energy Group,Utilities,4.97%,$112.00 ,$133.00 
8/6/2025,PG,Procter & Gamble Company,Consumer Staples,5.52%,$150.00 ,$165.00 
8/6/2025,KO,The Coca-Cola Company,Consumer Staples,5.52%,$68.50 ,$79.50 
8/6/2025,MO,Altria Group,Consumer Staples,3.87%,$50.75 ,$60.75 
8/6/2025,PEP,PepsiCo Inc.,Consumer Staples,4.97%,$190.00 ,$210.00 
8/6/2025,PM,Philip Morris International,Consumer Staples,3.31%,$90.50 ,$105.50 
8/6/2025,CLX,The Clorox Company,Consumer Staples,2.76%,$140.00 ,$155.00 
8/6/2025,JPM,JPMorgan Chase & Co,Financials,5.52%,$180.00 ,$210.00 
8/6/2025,WFC,Wells Fargo & Company,Financials,4.42%,$42.50 ,$50.50 
8/6/2025,TFC,Truist Financial Corporation,Financials,3.87%,$40.50 ,$48.50 
8/6/2025,BLK,BlackRock,Financials,2.21%,$850.00 ,$970.00 
8/6/2025,ABBV,AbbVie Incorporated,Healthcare,5.52%,$150.00 ,$170.00 
8/6/2025,MSGS,Mastercard Incorporated,Financials,2.21%,$420.00 ,$520.00 
8/6/2025,MDG,Medtronic plc,Healthcare,1.66%,$85.00 ,$110.00 
8/6/2025,HCA,HCA Healthcare Inc.,Healthcare,2.76%,$275.00 ,$330.00 
8/6/2025,SYK,Stryker Corporation,Healthcare,2.21%,$225.00 ,$270.00 
8/6/2025,MDT,Medtronic plc,Healthcare,1.66%,$85.00 ,$110.00 
