Date,Ticker,Company Name,Sector,Weight,Price,Price Sell
7/6/2025,KEY,KeyCorp,Financials,4.00%,$18.46 ,$18.09 
7/6/2025,MMM,3M Company,Industrials,4.00%,$152.94 ,$150.95 
7/6/2025,DOW,Dow Inc.,Materials,4.00%,$28.46 ,$27.08 
7/6/2025,F,Ford Motor Co.,Consumer Discretionary,4.00%,$11.81 ,$11.48 
7/6/2025,IP,International Paper Co.,Materials,4.00%,$50.43 ,$49.53 
7/6/2025,LEG,Leggett & Platt Inc.,Consumer Discretionary,4.00%,$9.89 ,$9.57 
7/6/2025,HPQ,HP Inc.,Information Technology,4.00%,$26.00 ,$25.34 
7/6/2025,BBY,Best Buy Co. Inc.,Consumer Discretionary,4.00%,$72.10 ,$70.51 
7/6/2025,KR,Kroger Co.,Consumer Staples,4.00%,$69.83 ,$71.45 
7/6/2025,NUE,Nucor Corp.,Materials,4.00%,$137.87 ,$136.95 
7/21/2025,MMM,3M Company,Industrials,4.00%,$98.50 ,$118.20 
7/21/2025,PRU,Prudential Financial,Financials,4.00%,$115.25 ,$138.30 
7/21/2025,PFE,Pfizer Inc.,Health Care,4.00%,$32.80 ,$39.36 
7/21/2025,IBM,International Business Machines,Information Technology,4.00%,$160.40 ,$192.48 
7/21/2025,LYB,LyondellBasell Industries,Materials,4.00%,$95.60 ,$114.72 
7/21/2025,DOW,Dow Inc.,Materials,4.00%,$54.30 ,$65.16 
7/21/2025,HPQ,HP Inc.,Information Technology,4.00%,$29.75 ,$35.70 
7/21/2025,BBY,Best Buy Co. Inc.,Consumer Discretionary,4.00%,$85.20 ,$102.24 
7/21/2025,KHC,The Kraft Heinz Company,Consumer Staples,4.00%,$38.90 ,$46.68 
7/21/2025,RF,Regions Financial Corp.,Financials,4.00%,$25.60 ,$30.72 
7/21/2025,KEY,KeyCorp,Financials,4.00%,$22.45 ,$26.94 
7/21/2025,LB,L Brands Inc.,Consumer Discretionary,4.00%,$30.10 ,$36.12 
7/21/2025,ALB,Albemarle Corporation,Materials,4.00%,$210.00 ,$252.00 
7/21/2025,HBAN,Huntington Bancshares Inc.,Financials,4.00%,$14.80 ,$17.76 
7/21/2025,IPG,Interpublic Group of Companies,Communication Services,4.00%,$32.25 ,$38.70 
7/21/2025,BF.B,Brown-Forman Corporation,Consumer Staples,4.00%,$62.40 ,$74.88 
7/21/2025,ETR,Entergy Corporation,Utilities,4.00%,$110.75 ,$132.90 
7/21/2025,CPB,Campbell Soup Company,Consumer Staples,4.00%,$45.60 ,$54.72 
7/21/2025,GLW,Corning Inc.,Information Technology,4.00%,$35.20 ,$42.24 
7/21/2025,IP,International Paper Company,Materials,4.00%,$48.90 ,$58.68 
7/21/2025,CMA,Comerica Inc.,Financials,4.00%,$67.30 ,$80.76 
7/21/2025,DG,Dollar General Corporation,Consumer Discretionary,4.00%,$135.25 ,$162.30 
7/21/2025,FE,FirstEnergy Corp.,Utilities,4.00%,$39.80 ,$47.76 
7/21/2025,HBAN,Huntington Bancshares Inc.,Financials,4.00%,$14.80 ,$17.76 
7/21/2025,XRX,Xerox Holdings Corp.,Information Technology,4.00%,$18.75 ,$22.50 
7/22/2025,MMM,3M Company,Industrials,4.00%,$98.50 ,$118.20 
7/22/2025,PM,Philip Morris International,Consumer Staples,4.00%,$92.70 ,$111.24 
7/22/2025,PFE,Pfizer Inc.,Health Care,4.00%,$28.45 ,$34.14 
7/22/2025,GM,General Motors,Consumer Discretionary,4.00%,$38.90 ,$46.68 
7/22/2025,F,Ford Motor Company,Consumer Discretionary,4.00%,$13.75 ,$16.50 
7/22/2025,T,AT&T Inc.,Communication Services,4.00%,$16.80 ,$20.16 
7/22/2025,VZ,Verizon Communications,Communication Services,4.00%,$40.25 ,$48.30 
7/22/2025,PRU,Prudential Financial,Financials,4.00%,$110.40 ,$132.48 
7/22/2025,MET,MetLife Inc.,Financials,4.00%,$70.60 ,$84.72 
7/22/2025,HBAN,Huntington Bancshares,Financials,4.00%,$12.80 ,$15.36 
7/22/2025,CFG,Citizens Financial Group,Financials,4.00%,$33.45 ,$40.14 
7/22/2025,KEY,KeyCorp,Financials,4.00%,$14.75 ,$17.70 
7/22/2025,RF,Regions Financial,Financials,4.00%,$19.10 ,$22.92 
7/22/2025,CVX,Chevron Corporation,Energy,4.00%,$162.80 ,$195.36 
7/22/2025,XOM,Exxon Mobil Corporation,Energy,4.00%,$118.40 ,$142.08 
7/22/2025,MPC,Marathon Petroleum,Energy,4.00%,$178.90 ,$214.68 
7/22/2025,VLO,Valero Energy,Energy,4.00%,$145.30 ,$174.36 
7/22/2025,DOW,Dow Inc.,Materials,4.00%,$52.30 ,$62.76 
7/22/2025,IP,International Paper,Materials,4.00%,$36.80 ,$44.16 
7/22/2025,BBY,Best Buy Co.,Consumer Discretionary,4.00%,$82.60 ,$99.12 
7/22/2025,HPQ,HP Inc.,Information Technology,4.00%,$29.75 ,$35.70 
7/22/2025,IBM,International Business Machines,Information Technology,4.00%,$163.00 ,$195.60 
7/22/2025,LEN,Lennar Corporation,Real Estate,4.00%,$151.20 ,$181.44 
7/22/2025,DHI,D.R. Horton,Real Estate,4.00%,$142.50 ,$171.00 
7/22/2025,ED,Consolidated Edison,Utilities,4.00%,$91.40 ,$109.68 
7/29/2025,JPM,JPMorgan Chase & Co.,Financials,4.76%,$150.00 ,$180.00 
7/29/2025,BAC,Bank of America Corporation,Financials,4.76%,$35.00 ,$42.00 
7/29/2025,WFC,Wells Fargo & Company,Financials,4.76%,$40.00 ,$48.00 
7/29/2025,TRV,The Travelers Companies Inc.,Financials,4.76%,$200.00 ,$240.00 
7/29/2025,XOM,Exxon Mobil Corporation,Energy,4.76%,$120.00 ,$150.00 
7/29/2025,CVX,Chevron Corporation,Energy,4.76%,$165.00 ,$200.00 
7/29/2025,SLB,Schlumberger Limited,Energy,4.76%,$50.00 ,$60.00 
7/29/2025,ABBV,AbbVie Inc.,Healthcare,4.76%,$85.00 ,$105.00 
7/29/2025,BMY,Bristol-Myers Squibb Company,Healthcare,4.76%,$80.00 ,$95.00 
7/29/2025,PFE,Pfizer Inc.,Healthcare,4.76%,$45.00 ,$55.00 
7/29/2025,KO,The Coca-Cola Company,Consumer Staples,4.76%,$65.00 ,$75.00 
7/29/2025,PG,Procter & Gamble Company,Consumer Staples,4.76%,$150.00 ,$180.00 
7/29/2025,CLX,The Clorox Company,Consumer Staples,4.76%,$140.00 ,$160.00 
7/29/2025,CAT,Caterpillar Inc.,Industrials,4.76%,$260.00 ,$310.00 
7/29/2025,UNP,Union Pacific Corporation,Industrials,4.76%,$210.00 ,$250.00 
7/29/2025,FDX,FedEx Corporation,Industrials,4.76%,$240.00 ,$280.00 
7/29/2025,HON,Honeywell International Inc.,Industrials,4.76%,$200.00 ,$230.00 
7/29/2025,INTC,Intel Corporation,Technology,4.76%,$35.00 ,$45.00 
7/29/2025,ORCL,Oracle Corporation,Technology,4.76%,$100.00 ,$115.00 
7/29/2025,DUK,Duke Energy Corporation,Utilities,4.76%,$110.00 ,$130.00 
7/29/2025,MCD,McDonald's Corporation,Consumer Discretionary,4.76%,$290.00 ,$340.00 
8/4/2025,BRK.B,Berkshire Hathaway Inc.,Diversified,6.67%,$185.00 ,$220.00 
8/4/2025,XOM,Exxon Mobil Corp.,Energy,6.67%,$105.00 ,$125.00 
8/4/2025,CVX,Chevron Corp.,Energy,6.67%,$180.00 ,$215.00 
8/4/2025,JNJ,Johnson & Johnson,Healthcare,6.67%,$165.00 ,$195.00 
8/4/2025,PG,Procter & Gamble Co.,Consumer Goods,6.67%,$145.00 ,$170.00 
8/4/2025,DUK,Duke Energy Corp.,Utilities,6.67%,$120.00 ,$140.00 
8/4/2025,SO,Southern Co.,Utilities,6.67%,$85.00 ,$105.00 
8/4/2025,AEP,American Electric Power,Utilities,6.67%,$100.00 ,$118.00 
8/4/2025,BAC,Bank of America Corp.,Financials,6.67%,$45.00 ,$55.00 
8/4/2025,JPM,JPMorgan Chase & Co.,Financials,6.67%,$185.00 ,$225.00 
8/4/2025,ABBV,AbbVie Inc.,Healthcare,6.67%,$165.00 ,$195.00 
8/4/2025,INTC,Intel Corp.,Tech,6.67%,$32.50 ,$40.00 
8/4/2025,F,Ford Motor Co.,Consumer Discretionary,6.67%,$18.00 ,$23.00 
8/4/2025,WFC,Wells Fargo & Co.,Financials,6.67%,$45.00 ,$55.00 
8/4/2025,IBM,International Business Machines,Tech,6.67%,$150.00 ,$180.00 
8/5/2025,JPM,JPMorgan Chase & Co.,Financials,4.35%,$100.00 ,$130.00 
8/5/2025,BAC,Bank of America Corporation,Financials,4.35%,$30.00 ,$40.00 
8/5/2025,XOM,Exxon Mobil Corporation,Energy,4.35%,$80.00 ,$100.00 
8/5/2025,CVX,Chevron Corporation,Energy,4.35%,$170.00 ,$210.00 
8/5/2025,BRK.B,Berkshire Hathaway Inc.,Financials,4.35%,$300.00 ,$400.00 
8/5/2025,PG,Procter & Gamble Company,Consumer Staples,4.35%,$140.00 ,$160.00 
8/5/2025,KO,The Coca-Cola Company,Consumer Staples,4.35%,$60.00 ,$75.00 
8/5/2025,MMM,3M Company,Industrials,4.35%,$50.00 ,$65.00 
8/5/2025,DUK,Duke Energy Corporation,Utilities,4.35%,$80.00 ,$100.00 
8/5/2025,SO,The Southern Company,Utilities,4.35%,$65.00 ,$80.00 
8/5/2025,O,Realty Income Corporation,Real Estate,4.35%,$50.00 ,$60.00 
8/5/2025,C,Citigroup Inc.,Financials,4.35%,$60.00 ,$80.00 
8/5/2025,WFC,Wells Fargo & Company,Financials,4.35%,$35.00 ,$50.00 
8/5/2025,COF,Capital One Financial Corporation,Financials,4.35%,$90.00 ,$120.00 
8/5/2025,PM,Philip Morris International Inc.,Consumer Staples,4.35%,$90.00 ,$110.00 
8/5/2025,XYL,Xylem Inc.,Industrials,4.35%,$100.00 ,$130.00 
8/5/2025,LMT,Lockheed Martin Corporation,Industrials,4.35%,$500.00 ,$650.00 
8/5/2025,IBM,International Business Machines Corporation,Technology,4.35%,$150.00 ,$200.00 
8/5/2025,LEA,Lear Corporation,Consumer Discretionary,4.35%,$130.00 ,$160.00 
8/5/2025,TGT,Target Corporation,Consumer Discretionary,4.35%,$200.00 ,$250.00 
8/5/2025,ABBV,AbbVie Inc.,Healthcare,4.35%,$170.00 ,$215.00 
8/5/2025,MDT,Medtronic plc,Healthcare,4.35%,$90.00 ,$120.00 
8/5/2025,BMY,Bristol Myers Squibb Company,Healthcare,4.35%,$75.00 ,$90.00 
8/6/2025,JPM,JPMorgan Chase & Co.,Financials,4.00%,$150.00 ,$200.00 
8/6/2025,BAC,Bank of America Corp,Financials,4.00%,$40.00 ,$55.00 
8/6/2025,WFC,Wells Fargo & Co,Financials,4.00%,$30.00 ,$45.00 
8/6/2025,BRK.B,Berkshire Hathaway Inc.,Financials,4.00%,$270.00 ,$350.00 
8/6/2025,DUK,Duke Energy Corp,Utilities,4.00%,$100.00 ,$130.00 
8/6/2025,D,Dominion Energy Inc,Utilities,4.00%,$90.00 ,$120.00 
8/6/2025,SO,Southern Co,Utilities,4.00%,$80.00 ,$110.00 
8/6/2025,ED,Consolidated Edison Inc,Utilities,4.00%,$90.00 ,$115.00 
8/6/2025,KO,Coca-Cola Co,Consumer Staples,4.00%,$65.00 ,$85.00 
8/6/2025,PG,Procter & Gamble Co,Consumer Staples,4.00%,$150.00 ,$190.00 
8/6/2025,PEP,PepsiCo Inc,Consumer Staples,4.00%,$180.00 ,$230.00 
8/6/2025,STZ,Constellation Brands Inc,Consumer Staples,4.00%,$250.00 ,$320.00 
8/6/2025,CL,Colgate-Palmolive Co,Consumer Staples,4.00%,$85.00 ,$110.00 
8/6/2025,CAT,Caterpillar Inc,Industrials,4.00%,$220.00 ,$280.00 
8/6/2025,MMM,3M Co,Industrials,4.00%,$140.00 ,$180.00 
8/6/2025,UNP,Union Pacific Corp,Industrials,4.00%,$220.00 ,$270.00 
8/6/2025,DE,Deere & Co,Industrials,4.00%,$300.00 ,$350.00 
8/6/2025,JNJ,Johnson & Johnson,Healthcare,4.00%,$170.00 ,$210.00 
8/6/2025,MRK,Merck & Co. Inc.,Healthcare,4.00%,$90.00 ,$120.00 
8/6/2025,PFE,Pfizer Inc,Healthcare,4.00%,$50.00 ,$65.00 
8/6/2025,ABT,Abbott Laboratories,Healthcare,4.00%,$110.00 ,$140.00 
8/6/2025,XOM,Exxon Mobil Corp,Energy,4.00%,$90.00 ,$120.00 
8/6/2025,CVX,Chevron Corp,Energy,4.00%,$170.00 ,$220.00 
8/6/2025,COP,ConocoPhillips,Energy,4.00%,$120.00 ,$150.00 
8/6/2025,BP,BP plc,Energy,4.00%,$35.00 ,$45.00 
